tGravityAcc-mean()-X,tGravityAcc-max()-X,"angle(X,gravityMean)",tGravityAcc-mean()-Y,tGravityAcc-energy()-X,"angle(Y,gravityMean)",tGravityAcc-min()-X,tGravityAcc-max()-Y,tGravityAcc-min()-Y,tGravityAcc-energy()-Y,tGravityAccMag-std(),tBodyAccJerk-std()-X,"angle(Z,gravityMean)",fBodyAcc-mean()-X,"fBodyAccJerk-bandsEnergy()-1,16",fBodyAccJerk-max()-X,fBodyAcc-mad()-X,"fBodyAccJerk-bandsEnergy()-1,16_1","tGravityAcc-arCoeff()-Z,2",fBodyAccMag-energy(),tGravityAcc-min()-Z,tGravityAcc-mean()-Z,tGravityAcc-energy()-Z,fBodyAccJerk-energy()-X,"fBodyAccJerk-bandsEnergy()-1,24",fBodyAccMag-mad(),fBodyAcc-entropy()-X,tBodyAccJerkMag-energy(),tBodyGyroJerk-iqr()-Z,tBodyAccJerk-sma()
-0.681257,-0.7431402,0.7394269,0.41846918,-0.96080501,-0.2156083,-0.62957554,0.38042743,0.43865089,-0.63236019,-0.9823859,-0.98987683,-0.78367642,-0.98581731,-0.9999466,-0.99381812,-0.98355803,-0.99985987,0.32577216,-0.99966679,0.92576542,0.92433141,0.66923477,-0.99987978,-0.99991772,-0.98197982,-0.85400629,-0.99982928,-0.99559066,-0.99026955
-0.67480107,-0.73553118,0.73473459,0.41904005,-0.96320623,-0.21588518,-0.62352832,0.38094883,0.4392384,-0.63139806,-0.97912786,-0.98962086,-0.78457013,-0.98285617,-0.99995422,-0.99480949,-0.97909039,-0.9999056,0.25776434,-0.9995715,0.92607459,0.92534483,0.672919,-0.99987542,-0.99993059,-0.98426032,-0.85400629,-0.99981163,-0.9958365,-0.98989622
-0.67625062,-0.73553118,0.73577597,0.41842963,-0.96265297,-0.21542725,-0.6291274,0.38094883,0.43742079,-0.63242516,-0.96538969,-0.98840577,-0.78477146,-0.96770878,-0.99992785,-0.99126114,-0.96790461,-0.99978399,0.12132659,-0.99905414,0.92717035,0.92544841,0.6732954,-0.99985384,-0.99991383,-0.96807199,-0.74002326,-0.99965179,-0.99250177,-0.98461903
-0.67002179,-0.68153287,0.73147363,0.42238404,-0.96467512,-0.21882987,-0.6291274,0.41829513,0.43724055,-0.6255324,-0.54883617,-0.82990583,-0.78240989,-0.77613353,-0.99545755,-0.90340185,-0.77388642,-0.98262578,0.34766239,-0.89467051,0.90759487,0.92291679,0.66414462,-0.98446846,-0.99236708,-0.67831044,-0.04557853,-0.98099971,-0.94817822,-0.85566321
-0.60370014,-0.59143686,0.68456457,0.46030203,-0.98154366,-0.25008755,-0.6263774,0.46837734,0.43724055,-0.55601611,-0.65448529,-0.80033258,-0.75982949,-0.71810901,-0.99244265,-0.90096227,-0.69472431,-0.9620186,0.36528222,-0.9373976,0.88102244,0.90355068,0.59525572,-0.97883599,-0.98688415,-0.67970586,0.093269541,-0.97290467,-0.89486265,-0.78000943
-0.58596166,-0.59143686,0.67185004,0.49335992,-0.98672902,-0.27633135,-0.59744992,0.46837734,0.4794774,-0.49515473,-0.66400626,-0.89542329,-0.73459574,-0.8602732,-0.99714117,-0.94052865,-0.86386553,-0.97840597,0.40565723,-0.94069893,0.88102244,0.88614269,0.53341428,-0.99385308,-0.99423763,-0.7033975,-0.19956124,-0.99112631,-0.95298046,-0.8964624
-0.63559333,-0.62969165,0.70693369,0.49404358,-0.97569902,-0.27526831,-0.59746024,0.46175749,0.51046465,-0.49403993,-0.93910609,-0.97433716,-0.73028238,-0.95744481,-0.99964237,-0.97888821,-0.95734432,-0.99966884,0.47469039,-0.99754267,0.88317306,0.88646046,0.534457,-0.99949706,-0.99960555,-0.94367259,-0.60716934,-0.9993666,-0.98569055,-0.97777068
-0.31235527,0.14702272,0.47563811,0.70478977,-0.94536273,-0.46906849,-0.41032632,0.69090179,0.58484845,0.011861483,-0.34669066,-0.84647161,-0.5296954,-0.61250638,-0.99249058,-0.91361759,-0.59645211,-0.96527713,0.8939897,-0.7820801,0.5361573,0.70035479,-0.039223383,-0.98724397,-0.98981999,-0.40206588,0.041042688,-0.98084478,-0.93672828,-0.83905451
-0.36017735,-0.35816827,0.51130722,0.7366498,-0.98389634,-0.49091632,-0.41032632,0.69884691,0.73844678,0.098988165,-0.47119499,-0.86643496,-0.51192816,-0.82784183,-0.99421848,-0.91656872,-0.81908086,-0.96778115,0.85506545,-0.85622665,0.65160577,0.69166369,-0.065981952,-0.99022678,-0.99204418,-0.52209606,-0.061002304,-0.98416188,-0.97462701,-0.88879944
-0.31054891,-0.35816827,0.47493213,0.74086782,-0.97501724,-0.50252403,-0.28958199,0.69884691,0.74989331,0.11120469,-0.94305615,-0.98013423,-0.4947058,-0.97170776,-0.9997894,-0.98858146,-0.96752469,-0.99943979,0.96621919,-0.99781436,0.65160577,0.66719964,-0.13402493,-0.99966797,-0.9997084,-0.95181807,-0.69664227,-0.99958656,-0.99147934,-0.9819142
-0.32759009,-0.36729019,0.48774293,0.73641255,-0.98001209,-0.4936137,-0.28835574,0.69615623,0.74928004,0.098181493,-0.95938491,-0.9810673,-0.50601701,-0.9731765,-0.9997763,-0.98598742,-0.96890373,-0.99943539,0.7317539,-0.9987691,0.66421692,0.68282863,-0.092895951,-0.99969233,-0.99973852,-0.95286848,-0.67728569,-0.99955288,-0.99222929,-0.98041957
-0.33255353,-0.3983113,0.49133634,0.73765264,-0.9814372,-0.49453375,-0.28835574,0.69405077,0.74928004,0.10179782,-0.9733932,-0.99065266,-0.50558194,-0.99039585,-0.9999214,-0.99486041,-0.99028272,-0.99981089,0.67522881,-0.99937812,0.67934893,0.68268512,-0.09334467,-0.99989259,-0.99992133,-0.97360525,-0.84417805,-0.9998152,-0.99565022,-0.9895976
-0.3287276,-0.39318009,0.48854819,0.7407716,-0.98042836,-0.49821837,-0.28282142,0.69405077,0.75446195,0.11089308,-0.97631097,-0.99093111,-0.50133635,-0.97973256,-0.99995208,-0.99334651,-0.98343994,-0.9997845,0.5682212,-0.99948062,0.67933015,0.6777956,-0.10643808,-0.99989705,-0.99992995,-0.97520508,-0.74888299,-0.99982322,-0.99726132,-0.99012353
-0.31827967,-0.35973589,0.48113415,0.74238369,-0.97740338,-0.49952673,-0.28100605,0.69966028,0.75695234,0.11562383,-0.94703376,-0.98934526,-0.49884027,-0.98043181,-0.99992992,-0.99461585,-0.97758,-0.99963626,0.58739498,-0.99807124,0.66977345,0.67544679,-0.11265575,-0.99987064,-0.99991825,-0.96414035,-0.89287915,-0.99979702,-0.99435309,-0.98849574
-0.29853428,-0.35390952,0.46709965,0.74581644,-0.97133567,-0.50257351,-0.27584046,0.70100402,0.75711075,0.12572393,-0.9545302,-0.98992415,-0.49330412,-0.96388305,-0.99993113,-0.99365789,-0.96041013,-0.99967072,0.45329667,-0.99851294,0.66779589,0.66996079,-0.12711167,-0.99988058,-0.99992609,-0.96471651,-0.66525264,-0.99982099,-0.99106524,-0.98937584
-0.29576652,-0.35390952,0.46505166,0.74660358,-0.97052277,-0.50383115,-0.26202802,0.70100402,0.75982919,0.12803733,-0.98803483,-0.98885642,-0.49162311,-0.98701325,-0.99992903,-0.99335035,-0.98656065,-0.99977189,0.639179,-0.99980706,0.66779589,0.66779369,-0.13282972,-0.99986195,-0.99990744,-0.98781448,-0.85400629,-0.99982459,-0.99561936,-0.98892471
-0.30911047,-0.36329397,0.47442241,0.74432401,-0.97477592,-0.50262571,-0.27425893,0.69975971,0.75926226,0.12132002,-0.97585631,-0.98312908,-0.49451444,-0.97623899,-0.9998432,-0.99073157,-0.9763609,-0.99947054,0.43669502,-0.99946524,0.67035602,0.66992264,-0.1272477,-0.99974302,-0.99976338,-0.97771175,-0.76447967,-0.99968688,-0.992464,-0.98427228
-0.32617034,-0.37903018,0.48662646,0.7419046,-0.97956808,-0.50011653,-0.30357142,0.69656845,0.75283228,0.11422053,-0.94066261,-0.97398978,-0.49907135,-0.96876606,-0.99956136,-0.98588704,-0.96519764,-0.9986124,0.42075759,-0.99765228,0.67178265,0.67477776,-0.11439036,-0.99948591,-0.99957451,-0.94546729,-0.62690072,-0.99875863,-0.98549633,-0.97024572
-0.34734266,-0.39179093,0.50190453,0.73747839,-0.98498353,-0.49421612,-0.30870111,0.69606201,0.74936572,0.10129331,-0.93265796,-0.97789596,-0.50734818,-0.96930957,-0.99973297,-0.98888601,-0.96615918,-0.99900954,0.50021297,-0.9970688,0.67487754,0.68467867,-0.08795966,-0.99960595,-0.99969769,-0.93755549,-0.62542719,-0.99885622,-0.99049195,-0.97371511
-0.35631927,-0.42151826,0.50834452,0.73371212,-0.98712905,-0.48993495,-0.30870111,0.68960265,0.74878121,0.090321669,-0.99010607,-0.98983483,-0.51260299,-0.99150088,-0.99993697,-0.99302868,-0.99157756,-0.9997929,0.50432197,-0.99985063,0.68944416,0.69056892,-0.072155212,-0.99987906,-0.99991412,-0.98955348,-0.90731609,-0.99979364,-0.99254891,-0.98836235
-0.35553816,-0.42329544,0.50776155,0.73302435,-0.98695937,-0.48946777,-0.30816473,0.68665442,0.74877813,0.088325559,-0.95345238,-0.96098832,-0.51301967,-0.97190261,-0.99934482,-0.97957584,-0.97017656,-0.99885711,0.10336187,-0.99845294,0.69277095,0.69079391,-0.071547124,-0.99897707,-0.99920092,-0.95498291,-0.67836244,-0.9989597,-0.98939515,-0.97510874
-0.35531281,-0.41899741,0.50761306,0.73343947,-0.98690842,-0.48978602,-0.30818932,0.687956,0.74877813,0.089529256,-0.95214614,-0.95804928,-0.51267053,-0.9625534,-0.99919424,-0.97785554,-0.9610355,-0.99849547,0.18629208,-0.99837858,0.69044756,0.69052317,-0.07227988,-0.99883879,-0.99903419,-0.95323239,-0.58624859,-0.99879772,-0.9877769,-0.96918659
0.92872003,0.86134294,-0.71217613,-0.30343175,0.80897351,0.29194866,0.94248282,-0.31569173,-0.280192,-0.84287244,-0.15198831,-0.062249188,0.063168406,-0.1599094,-0.66176672,-0.28102225,-0.13220628,-0.55645224,0.3136663,-0.63546393,-0.078112965,-0.059833549,-0.99133754,-0.55691293,-0.57398969,-0.26298263,0.69459962,-0.43453383,-0.39258135,0.02602394
0.92543531,0.86134294,-0.71427927,-0.29918272,0.80054136,0.2895431,0.9352011,-0.30972575,-0.280192,-0.8474714,-0.22607781,-0.031863696,0.067048355,-0.15734041,-0.57559249,-0.23652726,-0.071710343,-0.65704112,0.15006674,-0.69568849,-0.068042247,-0.0652172,-0.99000681,-0.52794184,-0.523983,-0.21430208,0.66239554,-0.42849658,-0.37685971,0.039538107
0.91941987,0.85389048,-0.71996276,-0.29147875,0.7850756,0.28525788,0.9352011,-0.30327148,-0.2674805,-0.85577292,-0.15650834,-0.042373331,0.068032032,-0.19673747,-0.62155111,-0.19438488,-0.083998874,-0.66016742,0.15157632,-0.63928018,-0.067428664,-0.066203982,-0.9897855,-0.53801528,-0.54655415,-0.17271394,0.56534554,-0.40505266,-0.27129611,0.036292423
0.91961349,0.85230102,-0.71480961,-0.29605281,0.78557573,0.28818429,0.93503315,-0.30327148,-0.27650228,-0.85080965,-0.084062735,0.017754126,0.070858387,-0.11535155,-0.56860684,-0.16401918,-0.057455738,-0.6375655,0.28096444,-0.57546155,-0.07940089,-0.070362356,-0.98849503,-0.47864626,-0.47682462,-0.16319822,0.59150383,-0.35419738,-0.22009933,0.060906057
0.91972669,0.85214858,-0.71043051,-0.29911995,0.78586587,0.29008874,0.93503315,-0.30593889,-0.27650228,-0.84752639,-0.14191674,0.0085950946,0.075264093,-0.076319141,-0.60924574,-0.24827676,-0.020553916,-0.60706697,0.26857453,-0.626681,-0.07940089,-0.076773375,-0.98653215,-0.48790363,-0.48702258,-0.17189134,0.74375451,-0.36592594,-0.15913704,0.041171227
0.92190302,0.85472787,-0.72859941,-0.28282902,0.79144846,0.27925242,0.9356248,-0.28026802,-0.27366147,-0.86437589,-0.2135636,-0.018259099,0.067489381,-0.200989,-0.62242816,-0.21403107,-0.11601236,-0.69567679,0.21448681,-0.68571567,-0.078231946,-0.065385248,-0.98968315,-0.51468538,-0.58432031,-0.24942974,0.61500179,-0.42243226,-0.28463267,0.026115652
0.9251169,0.85587034,-0.75144533,-0.26374921,0.79969541,0.26642635,0.93785492,-0.27411037,-0.25478414,-0.8834239,-0.2205935,0.030038807,0.053041558,-0.14921928,-0.56215796,-0.17442941,-0.048409509,-0.58208016,0.26144067,-0.69121341,-0.061194399,-0.044563241,-0.99481029,-0.466096,-0.50503782,-0.30241531,0.6672806,-0.38753782,-0.30863984,0.088955215
0.92450427,0.85587034,-0.75138414,-0.26560959,0.79811621,0.26781489,0.94087967,-0.27411037,-0.25741612,-0.88158268,-0.15270062,-0.012507767,0.045433032,-0.10784074,-0.57737857,-0.18048279,-0.078206543,-0.70899902,0.13590945,-0.63608499,-0.040542293,-0.033709414,-0.99689825,-0.5090225,-0.50115424,-0.23722249,0.60372707,-0.40131113,-0.27022336,0.0522488
0.92557349,0.85766391,-0.73728691,-0.28016894,0.80086784,0.27731709,0.94087967,-0.28010917,-0.26090836,-0.86732612,-0.15152346,-0.026875183,0.047611995,-0.16708453,-0.61259855,-0.18258086,-0.15351934,-0.64293829,0.09714146,-0.63492537,-0.042935083,-0.036998311,-0.99632838,-0.52305633,-0.54132032,-0.3032015,0.57155439,-0.43734458,-0.2113195,0.025753738
0.92877464,0.8643178,-0.73672068,-0.28011222,0.80911217,0.27682722,0.94295193,-0.29063629,-0.26090836,-0.86745072,-0.21313733,0.025279983,0.052736598,-0.10910453,-0.58889498,-0.22818038,-0.047480487,-0.65507542,0.08027211,-0.68498044,-0.046760745,-0.044447729,-0.99502164,-0.47099555,-0.49807983,-0.28270712,0.71862081,-0.42977724,-0.17099232,0.02721995
0.93878787,0.8794265,-0.74323409,-0.27490534,0.83509943,0.27218574,0.94295193,-0.29063629,-0.2491918,-0.87273969,-0.17000155,0.072215879,0.053100966,-0.16165751,-0.49783446,-0.058858036,-0.011632871,-0.64210761,0.074048158,-0.65055798,-0.046760745,-0.045244407,-0.9948741,-0.42179127,-0.44543977,-0.14607238,0.63275855,-0.37214959,-0.25839328,0.069913418
0.94735251,0.88031717,-0.74852474,-0.27074358,0.85733686,0.26844883,0.95920916,-0.27293623,-0.24898291,-0.87671427,-0.24364625,-0.020422034,0.053198368,-0.18737858,-0.63138304,-0.20231317,-0.13665985,-0.71706484,0.10648931,-0.70914235,-0.047967204,-0.045624723,-0.99479437,-0.51679421,-0.55413552,-0.26460868,0.67986063,-0.45526982,-0.36323348,-0.0064085622
0.93776978,0.88934218,-0.76027768,-0.24920223,0.83273549,0.25505864,0.92602985,-0.23390472,-0.25700737,-0.89575688,-0.15778138,0.061309933,0.072400724,-0.052112154,-0.4718067,-0.021238332,0.0028107739,-0.67563942,0.49753756,-0.64005785,-0.080122307,-0.072643591,-0.98778218,-0.43340134,-0.41423976,-0.22555304,0.69896191,-0.48568319,-0.33366328,-0.015414061
0.92629488,0.87175651,-0.73042769,-0.28043122,0.80289471,0.27706783,0.92602985,-0.25633359,-0.26711122,-0.86657972,-0.099526289,0.11837973,0.070721047,0.071094109,-0.40876324,0.066459985,0.050551129,-0.62736634,0.41653461,-0.58951406,-0.080122307,-0.070198146,-0.98843315,-0.37123795,-0.41543355,-0.14124429,0.75897844,-0.38262356,-0.27790896,0.078286105
0.93529881,0.87291607,-0.72173061,-0.29465164,0.82606498,0.28539528,0.93303509,-0.30756143,-0.26841503,-0.85241308,-0.11240341,-0.0085709179,0.062301665,-0.016788342,-0.58080546,-0.18347638,0.062330551,-0.63522924,0.40132213,-0.60091955,-0.073181,-0.058709562,-0.99175249,-0.50509421,-0.5637313,-0.1064818,0.80200701,-0.49675987,-0.31785871,-0.037351619
0.93652673,0.87291607,-0.72561331,-0.29123487,0.82916565,0.28304161,0.95122453,-0.29967639,-0.26841503,-0.85601042,-0.1527878,0.011008865,0.060572673,-0.029501156,-0.57084293,-0.23846285,0.051543066,-0.7043438,0.25354546,-0.63608643,-0.061296215,-0.056198687,-0.99243267,-0.48549385,-0.52226243,-0.14239414,0.62319903,-0.5144027,-0.34243184,-0.038539972
0.92810367,0.86048164,-0.73114382,-0.28207049,0.80742118,0.27801937,0.93539646,-0.29200594,-0.26245095,-0.86548657,-0.092756247,0.10249262,0.065244934,-0.0071127867,-0.50811685,-0.20852591,0.03904627,-0.64232021,0.16764781,-0.58342138,-0.067133636,-0.062434818,-0.99076897,-0.38887367,-0.43221601,-0.16579812,0.68310822,-0.34654454,-0.24500598,0.13269866
0.92519061,0.86830064,-0.73493573,-0.27678881,0.79993948,0.27486642,0.93539646,-0.29200594,-0.24960836,-0.87086757,-0.10449248,0.019069624,0.06700147,0.0035343006,-0.52894254,-0.14808949,0.012903816,-0.66718151,0.24446434,-0.59373222,-0.067133636,-0.064734052,-0.99018183,-0.47733563,-0.48212189,-0.13991245,0.72069793,-0.4398631,-0.21350754,0.0103632
0.93576427,0.87299431,-0.74039639,-0.2744428,0.82727274,0.27211464,0.93575937,-0.28798289,-0.24960836,-0.87318994,-0.1609414,-0.092416253,0.062566359,-0.15382828,-0.58654794,-0.1828746,-0.056533645,-0.5696073,0.36440623,-0.64291893,-0.065308817,-0.05878784,-0.99174208,-0.58471111,-0.58252641,-0.14867575,0.63097626,-0.54317349,-0.26876399,-0.084782752
0.94172882,0.87299431,-0.7439968,-0.27423745,0.84267239,0.27138154,0.95204433,-0.28798289,-0.24863081,-0.87339828,-0.19367566,-0.040702781,0.054458698,-0.11859601,-0.58114769,-0.11925055,-0.040005725,-0.63136538,0.28020849,-0.66996728,-0.059359323,-0.047300217,-0.99426377,-0.53647262,-0.51722098,-0.15764664,0.60191072,-0.50160637,-0.37682141,-0.033074243
0.93193996,0.87194784,-0.7440533,-0.27309451,0.81733546,0.27182519,0.94064569,-0.28389333,-0.24863081,-0.87451132,-0.16499762,0.068449977,0.051973983,-0.083450716,-0.54355032,-0.13076147,-0.068720433,-0.73169844,0.21488682,-0.64591438,-0.050928213,-0.043371586,-0.99518768,-0.42582052,-0.4715437,-0.22569288,0.60140131,-0.42881781,-0.24132849,0.012110584
0.92827274,0.86875531,-0.74561549,-0.26955414,0.807842,0.26986968,0.94064569,-0.28389333,-0.25026037,-0.87797644,-0.13857842,0.048687578,0.056252575,-0.065785332,-0.62024889,-0.25009209,-0.05565344,-0.73835222,0.20516968,-0.62331982,-0.05277678,-0.049339387,-0.99401009,-0.44672952,-0.49655254,-0.20126985,0.78706532,-0.41740629,-0.06980254,0.024950035
0.94089961,0.87918871,-0.73652,-0.27965919,0.84059609,0.27492025,0.9450143,-0.28401444,-0.2657891,-0.8677525,-0.17421896,0.16009109,0.062334402,-0.011137917,-0.57231012,-0.2081482,0.015874125,-0.74682001,0.2413864,-0.65394079,-0.069150878,-0.058753041,-0.99163844,-0.32375944,-0.3792075,-0.25276745,0.81116029,-0.38300217,-0.26439026,0.062847781
0.91440484,0.86191466,-0.76480026,-0.24960988,0.7723585,0.25824402,0.92033589,-0.25530141,-0.24604985,-0.89628286,0.16498815,0.17799257,0.046619786,0.18101705,-0.304185,0.39576724,0.21906374,-0.54166079,0.39297015,-0.31635726,-0.044713179,-0.034971234,-0.99663737,-0.30285013,-0.33728013,0.069931366,0.67901402,-0.42401283,-0.43532677,0.10049798
0.92303598,0.86096171,-0.76217927,-0.25310612,0.7944479,0.25959766,0.92162195,-0.25558413,-0.23968423,-0.89320778,0.12220583,0.15468843,0.049338536,0.28911655,-0.3243415,-0.14806714,0.42932831,-0.52476701,0.27828051,-0.36534984,-0.047094627,-0.039105689,-0.99591423,-0.33000412,-0.36542231,-0.011253434,0.8793376,-0.43299021,-0.42736821,0.052044258
0.92069099,0.86096171,-0.75990566,-0.25351699,0.78843134,0.2600778,0.9258896,-0.26415115,-0.23968423,-0.89290907,0.20412568,0.14707489,0.054909897,0.27785255,-0.23145428,0.15873875,0.35984258,-0.44140959,0.081606224,-0.27019923,-0.047393168,-0.046947659,-0.9945239,-0.33875832,-0.29540276,0.13324418,0.71173112,-0.44946965,-0.39634418,0.02852181
0.92848974,0.89339141,-0.76420107,-0.25115948,0.80876511,0.25765824,0.9258896,-0.25545463,-0.22982271,-0.89508246,0.23308332,0.040153177,0.052013513,0.24015159,-0.31246681,0.087015722,0.36735797,-0.44137124,0.17936624,-0.23496395,-0.047393168,-0.043065895,-0.99525458,-0.45563901,-0.39718452,0.19709928,0.70404718,-0.52964118,-0.36940658,-0.035273137
0.93496494,0.89339141,-0.77158494,-0.24479546,0.8255055,0.25271548,0.9180379,-0.25310188,-0.22982271,-0.90065232,0.12769737,-0.0029158243,0.05075408,0.034686901,-0.44858798,0.16101046,0.12872807,-0.43426377,0.34103897,-0.35915232,-0.054484085,-0.041409241,-0.99553169,-0.49947819,-0.51835173,0.0078813534,0.65365901,-0.53616121,-0.32973185,-0.067033164
0.91424989,0.88722251,-0.76799537,-0.24316815,0.77214615,0.25379701,0.91525462,-0.25310188,-0.21927485,-0.90218576,0.12233206,0.062185493,0.057351141,0.31257857,-0.33581254,0.12954559,0.32828125,-0.43544633,0.35773555,-0.36505541,-0.057432903,-0.050040126,-0.99373305,-0.43248828,-0.43025283,0.083025932,0.56766777,-0.51031782,-0.31624372,-0.037424504
0.89034422,0.82908028,-0.73751344,-0.26851471,0.71144784,0.27366313,0.89958967,-0.23895725,-0.28889181,-0.8766714,0.00076845788,0.14841578,0.064568029,0.26360865,-0.43332224,-0.22668323,0.22917527,-0.51865333,0.51554194,-0.49417786,-0.18482281,-0.05954808,-0.98409874,-0.33724657,-0.44425795,-0.065388602,0.7946973,-0.45430988,-0.42201402,0.022995611
0.89816387,0.85054623,-0.78390472,-0.22995804,0.73112419,0.2467137,0.89982557,-0.23867263,-0.23410918,-0.91307065,0.11371073,0.1026153,0.033518133,0.20679992,-0.39677194,0.0026030622,0.22956198,-0.5553041,0.40688765,-0.37464824,-0.035025884,-0.016151417,-0.99875996,-0.38874245,-0.4216243,0.073809723,0.73857776,-0.50566533,-0.36231929,-0.011263483
0.917612,0.86876249,-0.77953506,-0.23496888,0.78071575,0.24799579,0.91374165,-0.23867263,-0.22076758,-0.90891506,0.18856478,0.14694597,0.046202353,0.31743878,-0.23669209,0.018263085,0.4752204,-0.45073778,0.25545307,-0.28856193,-0.045062994,-0.034341112,-0.99653955,-0.33892886,-0.31590668,0.15860455,0.69799406,-0.4437191,-0.28407598,0.053862913
0.91696659,0.86876249,-0.76536744,-0.24632551,0.77906633,0.25562838,0.91317485,-0.26064178,-0.22076758,-0.89947249,0.20324252,0.07569699,0.057486464,0.17721908,-0.30361256,0.1876279,0.37056277,-0.30144465,0.35892623,-0.27113879,-0.062513365,-0.05037407,-0.99369589,-0.41801083,-0.37736288,0.22537152,0.75161885,-0.46848839,-0.30298026,0.046518887
0.90872755,0.84878804,-0.75786063,-0.25070958,0.75787682,0.25943202,0.91317485,-0.26064178,-0.23568962,-0.89547776,0.17445973,-0.081054458,0.063555402,-0.032711567,-0.50838031,0.0056613304,0.15018133,-0.31647174,0.44391917,-0.30543118,-0.062513365,-0.058665219,-0.99177297,-0.57434642,-0.55264919,0.19049012,0.64475283,-0.56949871,-0.46925774,-0.062670115
0.91507409,0.84878804,-0.75405021,-0.25700032,0.77397349,0.26298995,0.92798104,-0.26258319,-0.2357115,-0.88980805,0.1655823,0.013580486,0.060253152,0.19982599,-0.45557154,-0.13931254,0.29198048,-0.49429749,0.42472071,-0.31581185,-0.061672756,-0.054357653,-0.99277507,-0.48283337,-0.50253104,0.090973627,0.7783301,-0.57586561,-0.47749786,-0.089782374
0.91247422,0.8613661,-0.74990103,-0.26076093,0.76754179,0.26581116,0.91044038,-0.2552659,-0.27314914,-0.88518969,0.013412856,0.083748976,0.060759363,0.16305681,-0.45309649,0.085489376,0.18064061,-0.54461236,0.51611203,-0.48138612,-0.15499097,-0.0550214,-0.98865963,-0.40936419,-0.41972764,0.018032122,0.71191639,-0.53709415,-0.4793266,-0.046312546
0.92568277,0.8613661,-0.77812261,-0.2378179,0.80123036,0.24907214,0.9191088,-0.25429128,-0.22009899,-0.90680617,-0.0038958229,0.086272385,0.045711305,0.16664511,-0.4280384,0.19729891,0.14904447,-0.4797779,0.48660972,-0.49857856,-0.061807559,-0.033889842,-0.99631288,-0.40657407,-0.42446155,-0.037077711,0.72923684,-0.52747742,-0.42526392,-0.055165312
0.92912333,0.86193358,-0.77165791,-0.24108673,0.81001575,0.2507676,0.94296641,-0.25429128,-0.22332509,-0.90397567,0.062076633,0.082794286,0.059077883,0.16228956,-0.4814776,0.0061801792,0.22143167,-0.52037159,0.4879064,-0.43094502,-0.063014067,-0.053041982,-0.99301632,-0.41039735,-0.41955197,0.049682352,0.70760696,-0.5254794,-0.36569954,-0.063101152
0.93018336,0.87042278,-0.76698302,-0.24819027,0.81276748,0.25547639,0.94296641,-0.25678356,-0.2250304,-0.89781094,0.10340944,0.092637592,0.053083438,0.13482975,-0.51762617,-0.10659076,0.2022527,-0.42658033,0.37530885,-0.3862451,-0.063014067,-0.044616329,-0.9946443,-0.39969457,-0.46976405,0.057586914,0.70860878,-0.47906111,-0.46350744,-0.026184213
0.93140919,0.87625811,-0.76425443,-0.25238551,0.81604136,0.2581816,0.92580453,-0.26663212,-0.23135025,-0.89404463,0.058045162,0.061499941,0.049122617,-0.034013161,-0.55542272,0.090616767,-0.019620397,-0.53481735,0.26879304,-0.43523555,-0.058193964,-0.039043555,-0.99584923,-0.43321607,-0.55799226,0.089921675,0.66679209,-0.5362563,-0.43143722,-0.099419996
0.92037813,0.87625811,-0.75860553,-0.25452081,0.78784893,0.26077431,0.9132001,-0.26843005,-0.23135025,-0.89212086,0.084715696,0.042431349,0.055919478,0.036883455,-0.55077159,0.12164686,0.058659375,-0.69848126,0.32312134,-0.40668883,-0.058945104,-0.048382381,-0.99405381,-0.45313674,-0.57745674,0.056227919,0.68693798,-0.58102645,-0.41933485,-0.12471624
0.91479995,0.88465666,-0.66529243,-0.31192471,0.77411197,0.29694499,0.88383166,-0.30691097,-0.31658422,-0.83270937,-0.055493525,0.085798692,0.13770506,0.057195587,-0.59744131,0.081619191,0.045315973,-0.63567022,0.65649844,-0.54885341,-0.20239352,-0.16759508,-0.94031047,-0.40714319,-0.47169777,-0.06397258,0.76582343,-0.50487924,-0.39696384,-0.015850216
0.87009966,0.85582899,-0.6275098,-0.34492635,0.66183958,0.3247051,0.85628569,-0.32556525,-0.33668468,-0.79313821,-0.14304537,0.053549075,0.14055612,-0.049968947,-0.69082546,-0.041292688,-0.091816412,-0.61234067,0.60198881,-0.62783531,-0.17746074,-0.16832634,-0.94004564,-0.44160092,-0.53268491,-0.29047146,0.72437319,-0.51405,-0.34380942,-0.032249546
0.84683628,0.78586957,-0.61046649,-0.35909355,0.60405783,0.33769292,0.85628569,-0.3669783,-0.33668468,-0.77558435,-0.17262631,0.011545841,0.14057334,-0.064362821,-0.6784864,-0.017727559,-0.062175447,-0.61155998,0.56691591,-0.65273401,-0.17746074,-0.16648413,-0.94132417,-0.48497385,-0.53743768,-0.24190026,0.77051165,-0.52823295,-0.3433931,-0.017890714
0.8478691,0.77911451,-0.61480556,-0.35519408,0.60655305,0.33505506,0.85989351,-0.36679555,-0.3316401,-0.78071115,-0.15940697,-0.086497073,0.1392663,-0.16216804,-0.68041202,-0.020961043,-0.09751333,-0.57943397,0.55968622,-0.6416955,-0.17306352,-0.1645075,-0.94269602,-0.57937296,-0.56413741,-0.22943759,0.6761553,-0.57928239,-0.31188898,-0.053265504
